Ackerman,Pelosi,
Adams,Boehner,
Aderholt,Boehner,
Akin,Boehner,
Alexander,Boehner,
Altmire,Shuler,
Amash,Boehner,
Andrews,Pelosi,
Austria,Boehner,
Baca,Pelosi,
Bachmann,Boehner,
Bachus,Boehner,
Baldwin,Pelosi,
Barletta,Boehner,
Barrow,Lewis (GA),
Bartlett,Boehner,
Barton (TX),Boehner,
Bass (CA),Pelosi,
Bass (NH),Boehner,
Becerra,Pelosi,
Benishek,Boehner,
Berg,Boehner,
Berkley,Pelosi,
Berman,Pelosi,
Biggert,Boehner,
Bilbray,Boehner,
Bilirakis,Boehner,
Bishop (GA),Present,
Bishop (NY),Pelosi,
Bishop (UT),Boehner,
Black,Boehner,
Blackburn,Boehner,
Blumenauer,Pelosi,
Boehner,Not Voting,
Bonner,Boehner,
Bono Mack,Boehner,
Boren,Shuler,
Boswell,Pelosi,
Boustany,Boehner,
Brady (PA),Pelosi,
Brady (TX),Boehner,
Braley (IA),Pelosi,
Brooks,Boehner,
Broun (GA),Boehner,
Brown (FL),Pelosi,
Buchanan,Boehner,
Bucshon,Boehner,
Buerkle,Boehner,
Burgess,Boehner,
Burton (IN),Boehner,
Butterfield,Pelosi,
Calvert,Boehner,
Camp,Boehner,
Campbell,Boehner,
Canseco,Boehner,
Cantor,Boehner,
Capito,Boehner,
Capps,Pelosi,
Capuano,Pelosi,
Cardoza,Costa,
Carnahan,Pelosi,
Carney,Pelosi,
Carson (IN),Pelosi,
Carter,Boehner,
Cassidy,Boehner,
Castor (FL),Pelosi,
Chabot,Boehner,
Chaffetz,Boehner,
Chandler,Pelosi,
Chu,Pelosi,
Cicilline,Pelosi,
Clarke (MI),Pelosi,
Clarke (NY),Pelosi,
Clay,Pelosi,
Cleaver,Pelosi,
Clyburn,Pelosi,
Coble,Boehner,
Coffman (CO),Boehner,
Cohen,Pelosi,
Cole,Boehner,
Conaway,Boehner,
Connolly (VA),Pelosi,
Conyers,Pelosi,
Cooper,Shuler,
Costa,Cardoza,
Costello,Pelosi,
Courtney,Pelosi,
Cravaack,Boehner,
Crawford,Boehner,
Crenshaw,Boehner,
Critz,Pelosi,
Crowley,Pelosi,
Cuellar,Pelosi,
Culberson,Boehner,
Cummings,Pelosi,
Davis (CA),Pelosi,
Davis (IL),Pelosi,
Davis (KY),Boehner,
DeGette,Pelosi,
DeLauro,Pelosi,
Denham,Boehner,
Dent,Boehner,
DesJarlais,Boehner,
Deutch,Pelosi,
Diaz-Balart,Boehner,
Dicks,Pelosi,
Dingell,Pelosi,
Doggett,Pelosi,
Dold,Boehner,
Donnelly (IN),Shuler,
Doyle,Pelosi,
Dreier,Boehner,
Duffy,Boehner,
Duncan (SC),Boehner,
Duncan (TN),Boehner,
Edwards,Pelosi,
Ellison,Pelosi,
Ellmers,Boehner,
Emerson,Boehner,
Engel,Pelosi,
Eshoo,Pelosi,
Farenthold,Boehner,
Farr,Pelosi,
Fattah,Pelosi,
Filner,Pelosi,
Fincher,Boehner,
Fitzpatrick,Boehner,
Flake,Boehner,
Fleischmann,Boehner,
Fleming,Boehner,
Flores,Boehner,
Forbes,Boehner,
Fortenberry,Boehner,
Foxx,Boehner,
Frank (MA),Pelosi,
Franks (AZ),Boehner,
Frelinghuysen,Boehner,
Fudge,Pelosi,
Gallegly,Boehner,
Garamendi,Pelosi,
Gardner,Boehner,
Garrett,Boehner,
Gerlach,Boehner,
Gibbs,Boehner,
Gibson,Boehner,
Giffords,Lewis (GA),
Gingrey (GA),Boehner,
Gohmert,Boehner,
Gonzalez,Pelosi,
Goodlatte,Boehner,
Gosar,Boehner,
Gowdy,Boehner,
Granger,Boehner,
Graves (GA),Boehner,
Graves (MO),Boehner,
Green, Al,Pelosi,
Green, Gene,Pelosi,
Griffin (AR),Boehner,
Griffith (VA),Boehner,
Grijalva,Pelosi,
Grimm,Boehner,
Guinta,Boehner,
Guthrie,Boehner,
Gutierrez,Pelosi,
Hall,Boehner,
Hanabusa,Pelosi,
Hanna,Boehner,
Harman,Pelosi,
Harper,Boehner,
Harris,Boehner,
Hartzler,Boehner,
Hastings (FL),Pelosi,
Hastings (WA),Boehner,
Hayworth,Boehner,
Heck,Boehner,
Heinrich,Pelosi,
Heller,Boehner,
Hensarling,Boehner,
Herger,Boehner,
Herrera Beutler,Boehner,
Higgins,Pelosi,
Himes,Pelosi,
Hinchey,Pelosi,
Hinojosa,Pelosi,
Hirono,Pelosi,
Holden,Shuler,
Holt,Pelosi,
Honda,Pelosi,
Hoyer,Pelosi,
Huelskamp,Boehner,
Huizenga (MI),Boehner,
Hultgren,Boehner,
