Ackerman,Yea,
Adams,Nay,
Aderholt,Nay,
Akin,Nay,
Alexander,Nay,
Altmire,Nay,
Amash,Nay,
Andrews,Not Voting,
Austria,Nay,
Baca,Nay,
Bachmann,Nay,
Bachus,Nay,
Baldwin,Nay,
Barletta,Nay,
Barrow,Nay,
Bartlett,Nay,
Barton (TX),Nay,
Bass (CA),Nay,
Bass (NH),Nay,
Becerra,Nay,
Benishek,Nay,
Berg,Nay,
Berkley,Nay,
Berman,Nay,
Biggert,Nay,
Bilbray,Nay,
Bilirakis,Nay,
Bishop (GA),Nay,
Bishop (NY),Nay,
Bishop (UT),Nay,
Black,Nay,
Blackburn,Nay,
Blumenauer,Nay,
Bonner,Nay,
Bono Mack,Nay,
Boren,Nay,
Boswell,Not Voting,
Boustany,Nay,
Brady (PA),Nay,
Brady (TX),Nay,
Braley (IA),Nay,
Brooks,Nay,
Broun (GA),Nay,
Brown (FL),Nay,
Buchanan,Nay,
Bucshon,Nay,
Buerkle,Nay,
Burgess,Nay,
Burton (IN),Nay,
Butterfield,Nay,
Calvert,Nay,
Camp,Nay,
Campbell,Nay,
Canseco,Nay,
Cantor,Nay,
Capito,Nay,
Capps,Yea,
Capuano,Yea,
Cardoza,Nay,
Carnahan,Nay,
Carney,Nay,
Carson (IN),Yea,
Carter,Nay,
Cassidy,Nay,
Castor (FL),Nay,
Chabot,Nay,
Chaffetz,Nay,
Chandler,Nay,
Chu,Nay,
Cicilline,Nay,
Clarke (MI),Nay,
Clarke (NY),Yea,
Clay,Yea,
Cleaver,Nay,
Clyburn,Nay,
Coble,Nay,
Coffman (CO),Nay,
Cohen,Nay,
Cole,Nay,
Conaway,Nay,
Connolly (VA),Nay,
Conyers,Yea,
Cooper,Yea,
Costa,Nay,
Costello,Nay,
Courtney,Nay,
Cravaack,Nay,
Crawford,Nay,
Crenshaw,Nay,
Critz,Nay,
Crowley,Yea,
Cuellar,Nay,
Culberson,Nay,
Cummings,Yea,
Davis (CA),Nay,
Davis (IL),Nay,
Davis (KY),Nay,
DeFazio,Nay,
DeGette,Nay,
DeLauro,Nay,
Denham,Nay,
Dent,Nay,
DesJarlais,Nay,
Deutch,Nay,
Diaz-Balart,Nay,
Dicks,Nay,
Dingell,Not Voting,
Doggett,Yea,
Dold,Nay,
Donnelly (IN),Nay,
Doyle,Not Voting,
Dreier,Nay,
Duffy,Nay,
Duncan (SC),Nay,
Duncan (TN),Nay,
Edwards,Nay,
Ellison,Yea,
Ellmers,Nay,
Emerson,Not Voting,
Engel,Nay,
Eshoo,Nay,
Farenthold,Nay,
Farr,Nay,
Fattah,Nay,
Filner,Yea,
Fincher,Nay,
Fitzpatrick,Nay,
Flake,Nay,
Fleischmann,Nay,
Fleming,Nay,
Flores,Nay,
Forbes,Nay,
Fortenberry,Nay,
Foxx,Nay,
Frank (MA),Yea,
Franks (AZ),Nay,
Frelinghuysen,Not Voting,
Fudge,Yea,
Gallegly,Nay,
Garamendi,Nay,
Gardner,Nay,
Garrett,Nay,
Gerlach,Nay,
Gibbs,Nay,
Gibson,Nay,
Giffords,Not Voting,
Gingrey (GA),Nay,
Gohmert,Nay,
Gonzalez,Nay,
Goodlatte,Nay,
Gosar,Nay,
Gowdy,Nay,
Granger,Not Voting,
Graves (GA),Nay,
Graves (MO),Nay,
Green, Al,Nay,
Green, Gene,Nay,
Griffin (AR),Nay,
Griffith (VA),Nay,
Grijalva,Not Voting,
Grimm,Nay,
Guinta,Nay,
Guthrie,Nay,
Gutierrez,Nay,
Hall,Nay,
Hanabusa,Nay,
Hanna,Nay,
Harper,Nay,
Harris,Nay,
Hartzler,Nay,
Hastings (FL),Yea,
Hastings (WA),Nay,
Hayworth,Nay,
Heck,Nay,
Heinrich,Nay,
Heller,Nay,
Hensarling,Nay,
Herger,Nay,
Herrera Beutler,Nay,
Higgins,Nay,
Himes,Nay,
Hinchey,Not Voting,
Hinojosa,Yea,
Hirono,Nay,
Holden,Nay,
Holt,Nay,
Honda,Nay,
Hoyer,Nay,
Huelskamp,Nay,
Huizenga (MI),Nay,
Hultgren,Nay,
Hunter,Nay,
